City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Sundargarh,IN,22.1167,84.0333,72.82,95,62,4.63,broken clouds
344,Purpe,RU,64.4803,76.6897,31.48,83,91,1.77,overcast clouds
345,Bayan,CN,46.0833,127.4,34.77,49,4,7.02,clear sky
346,Divnogorsk,RU,55.9594,92.3619,36.09,96,100,6.46,light rain
347,Aleksandrov Gay,RU,50.147,48.5704,57.15,69,100,6.13,overcast clouds
348,Dabhol,IN,17.6,73.1667,74.86,91,78,5.53,broken clouds
349,Sarkand,KZ,45.41,79.9186,47.16,43,0,4.41,clear sky
350,Pencaitland,GB,55.9073,-2.8949,50.63,82,66,26.13,broken clouds
351,Kutum,SD,14.2,24.6667,78.78,32,58,8.34,broken clouds
352,Zafarwal,PK,32.3463,74.8999,73.62,61,0,6.2,clear sky
353,Halmstad,SE,56.6745,12.8568,59.2,82,100,24.16,overcast clouds
354,Saint-Leu,RE,-21.15,55.2833,68.83,77,53,4.92,broken clouds
355,Sur,OM,22.5667,59.5289,81.01,59,0,9.1,clear sky
356,Grand-Santi,GF,4.25,-54.3833,83.82,48,24,3.42,few clouds
357,Key Largo,US,25.0865,-80.4473,81.99,73,18,14.16,few clouds
358,Kyzyl-Suu,KG,42.3414,78.0056,44.04,51,89,6.42,overcast clouds
359,Urumqi,CN,43.801,87.6005,43.75,57,0,2.24,clear sky
360,Lagoa,PT,39.05,-27.9833,69.08,84,100,17.22,light rain
361,Chapleau,CA,47.8405,-83.4034,62.69,67,75,8.05,broken clouds
362,Hambantota,LK,6.1241,81.1185,78.1,82,100,17.36,overcast clouds
363,Centerville,US,39.6284,-84.1594,76.98,37,0,5.75,clear sky
364,Bridgetown,BB,13.1,-59.6167,79.29,89,75,16.11,broken clouds
365,Taoudenni,ML,22.6783,-3.9836,95.76,11,1,7.92,clear sky
366,Visnes,NO,59.3556,5.2242,55.22,71,40,16.11,scattered clouds
367,Knyaginino,RU,55.8228,45.0349,46.06,85,100,6.55,moderate rain
368,Huancavelica,PE,-12.7667,-74.9833,47.59,40,96,4.85,overcast clouds
369,Winder,US,33.9926,-83.7202,76.21,37,0,0.0,clear sky
370,Coihaique,CL,-45.5752,-72.0662,48.15,66,100,8.05,light rain
371,Punta Gorda,US,26.9298,-82.0454,84.0,54,20,5.01,few clouds
372,Akyab,MM,20.15,92.9,78.13,88,33,4.85,scattered clouds
373,At-Bashi,KG,41.1702,75.8106,44.46,67,99,0.83,overcast clouds
374,Lasa,IT,46.6166,10.7002,52.68,78,64,2.93,broken clouds
375,Tubmanburg,LR,6.8708,-10.8172,73.85,96,100,0.94,light rain
376,Tahoua,NE,14.8888,5.2692,90.27,30,75,5.64,broken clouds
377,Vardo,NO,70.3705,31.1107,42.78,75,75,14.97,broken clouds
378,Bambous Virieux,MU,-20.3428,57.7575,70.05,78,20,8.05,few clouds
379,Metz,FR,49.1191,6.1727,61.99,88,0,11.5,clear sky
380,Bristol,US,41.8334,-71.1662,58.55,87,100,5.99,overcast clouds
381,Turka,UA,49.1541,23.0297,46.8,86,100,8.84,overcast clouds
382,Starobaltachevo,RU,56.0013,55.9213,45.52,76,100,10.07,heavy intensity rain
383,Korla,CN,41.7597,86.1469,52.59,36,0,2.64,clear sky
384,Sandwick,GB,60.0,-1.25,51.62,82,40,26.46,scattered clouds
385,Rafai,CF,4.95,23.9167,67.69,96,76,3.24,light rain
386,Mitu,CO,1.1983,-70.1733,80.15,73,98,1.34,light rain
387,Sechura,PE,-5.5569,-80.8222,67.59,67,10,19.6,clear sky
388,Sheltozero,RU,61.3667,35.3667,41.92,91,22,7.07,few clouds
389,Hurghada,EG,27.2574,33.8129,84.24,39,0,11.5,clear sky
390,Jaslo,PL,49.7451,21.4725,55.18,76,75,13.76,broken clouds
391,Bondo,CD,3.8146,23.6866,68.14,99,89,2.04,moderate rain
392,Orikhiv,UA,47.5673,35.7858,51.62,69,100,3.36,overcast clouds
393,Umm Lajj,SA,25.0213,37.2685,86.18,43,0,3.2,clear sky
394,Racine,US,42.7495,-88.0751,73.29,40,40,5.75,scattered clouds
395,Pinega,RU,64.7001,43.3936,45.09,96,100,3.36,overcast clouds
396,Salinas,US,36.6777,-121.6555,92.98,68,0,12.66,clear sky
397,Kudahuvadhoo,MV,2.6708,72.8944,81.07,78,99,18.68,overcast clouds
398,Newark,US,40.7357,-74.1724,61.07,93,100,8.05,mist
399,Aseri,EE,59.4506,26.8675,53.53,94,100,13.33,overcast clouds
400,Lieksa,FI,63.3167,30.0167,47.32,94,100,15.64,overcast clouds
401,Manta,EC,-0.95,-80.7333,74.98,78,40,13.8,scattered clouds
402,Kang,BW,-23.6752,22.7876,75.88,18,1,11.39,clear sky
403,Esmeraldas,BR,-19.7625,-44.3139,81.46,49,65,2.86,broken clouds
404,Lyngseidet,NO,69.5763,20.2189,44.6,89,100,15.05,overcast clouds
405,Saint-Pierre,RE,-21.3393,55.4781,67.68,73,0,11.5,clear sky
406,Misratah,LY,32.3754,15.0925,74.01,61,28,12.3,scattered clouds
407,Yutsa,RU,43.9564,43.0128,51.1,94,100,2.28,overcast clouds
408,Barhi,IN,23.9,80.8,73.0,94,85,3.36,overcast clouds
409,Cockburn Town,TC,21.4612,-71.1419,84.16,74,40,5.75,scattered clouds
410,Honningsvag,NO,70.9821,25.9704,44.35,76,100,18.41,overcast clouds
411,Tatarskaya Pishlya,RU,54.0608,44.8998,48.43,88,100,10.36,light rain
412,Aktau,KZ,43.65,51.2,61.38,26,71,13.2,broken clouds
413,Koungou,YT,-12.7336,45.2042,73.11,83,0,0.0,clear sky
414,Badin,PK,24.656,68.8384,78.21,77,3,11.9,clear sky
415,Teknaf,BD,20.8624,92.3058,77.05,90,85,3.44,overcast clouds
416,Bubaque,GW,11.2833,-15.8333,82.09,80,25,9.69,scattered clouds
417,Chongwe,ZM,-15.3292,28.682,73.76,25,0,9.04,clear sky
418,Beya,RU,53.0533,90.9139,35.62,90,100,8.95,overcast clouds
419,Banda Aceh,ID,5.5577,95.3222,77.18,85,100,10.87,light rain
420,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,68.95,94,67,13.91,broken clouds
421,Carballo,ES,43.213,-8.691,63.07,93,100,10.47,overcast clouds
422,Jiwani,PK,25.05,61.7417,79.7,79,0,7.76,clear sky
423,Dimbokro,CI,6.6451,-4.7048,72.12,98,69,3.38,broken clouds
424,Assai,BR,-23.3733,-50.8414,66.06,79,76,5.32,broken clouds
425,Teguise,ES,29.0605,-13.564,70.02,78,20,23.02,few clouds
426,Porto Novo,BJ,6.4965,2.6036,78.62,89,43,5.64,scattered clouds
427,Liwale,TZ,-9.7667,37.9333,63.84,93,14,3.31,few clouds
428,Ambam,CM,2.3833,11.2833,68.32,100,100,1.81,overcast clouds
429,Ugoofaaru,MV,5.6667,73.0,81.37,78,100,19.08,overcast clouds
430,Lingsugur,IN,16.1667,76.5167,71.89,91,100,6.44,heavy intensity rain
431,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,94,75,16.58,light intensity drizzle rain
432,Zykovo,RU,55.9519,93.1461,36.34,96,100,6.73,overcast clouds
433,Uvira,CD,-3.4067,29.1458,76.12,64,77,2.46,broken clouds
434,Wilmington,US,34.2257,-77.9447,73.31,51,0,9.22,clear sky
435,Sabya,SA,17.1495,42.6254,89.22,68,31,2.17,scattered clouds
436,Shurob,TJ,40.0491,70.5489,48.36,32,45,2.8,scattered clouds
437,Loandjili,CG,-4.7561,11.8578,76.41,87,100,8.77,overcast clouds
438,Prainha,BR,-1.8,-53.48,87.93,44,24,6.78,few clouds
439,Dalaba,GN,10.7,-12.25,62.26,94,54,2.04,light rain
440,Liverpool,GB,53.4106,-2.9779,54.28,80,75,18.41,broken clouds
441,Agropoli,IT,40.3469,14.9966,60.08,56,82,4.68,broken clouds
442,Shubarshi,KZ,48.5872,57.1869,49.51,24,99,9.57,overcast clouds
443,Thinadhoo,MV,0.5333,72.9333,82.22,74,92,19.82,overcast clouds
444,Canutama,BR,-6.5339,-64.3831,85.15,50,75,1.95,broken clouds
445,Toamasina,MG,-18.1667,49.3833,66.2,94,40,0.0,scattered clouds
446,Grand Gaube,MU,-20.0064,57.6608,70.2,74,86,4.0,overcast clouds
447,The Pas,CA,53.8251,-101.2541,41.02,52,75,13.8,broken clouds
448,Skelleftea,SE,64.7507,20.9528,50.36,100,100,9.22,light rain
449,Berbera,SO,10.4396,45.0143,86.59,70,96,4.09,overcast clouds
450,Dwarka,IN,22.2394,68.9678,81.01,71,3,10.6,clear sky
451,Grootfontein,NA,-19.5667,18.1167,65.77,27,31,2.3,scattered clouds
452,Ushtobe,KZ,45.2514,77.9838,44.38,28,0,9.95,clear sky
453,Bagan,RU,54.1001,77.6646,47.34,77,99,7.49,overcast clouds
454,Hobyo,SO,5.3505,48.5268,76.93,87,48,16.87,scattered clouds
455,Sulzbach-Rosenberg,DE,49.4983,11.7517,55.06,93,95,4.7,overcast clouds
456,Santarem,BR,-2.4431,-54.7083,86.09,44,59,2.66,broken clouds
457,Eirunepe,BR,-6.6603,-69.8736,79.38,71,71,1.63,moderate rain
458,Pochutla,MX,15.7432,-96.4661,86.83,75,47,5.12,scattered clouds
459,Faya,SA,18.3851,42.4509,70.32,31,30,5.68,scattered clouds
460,Melilla,ES,35.2937,-2.9383,71.98,94,20,4.61,few clouds
461,Zelenogorskiy,RU,55.0333,87.0,35.15,98,100,2.44,overcast clouds
462,Kayerkan,RU,69.3497,87.7602,26.47,96,100,3.02,overcast clouds
463,Perpignan,FR,42.75,2.75,65.82,93,20,5.75,few clouds
464,Zhezkazgan,KZ,47.8043,67.7144,45.55,30,1,8.39,clear sky
465,Pisco,PE,-13.7,-76.2167,64.45,68,0,13.8,clear sky
466,Mattawa,US,46.7379,-119.9028,85.01,24,46,5.21,scattered clouds
467,Kasongo-Lunda,CD,-6.4667,16.8167,68.22,95,86,2.93,light rain
468,Cabedelo,BR,-6.9811,-34.8339,77.67,86,1,10.54,clear sky
469,Warrensburg,US,38.7628,-93.7361,81.37,42,0,5.75,clear sky
470,Vila Franca Do Campo,PT,37.7167,-25.4333,72.19,87,98,11.63,overcast clouds
471,Tarko-Sale,RU,64.9225,77.785,34.12,74,99,4.03,overcast clouds
472,Freeport,US,40.6576,-73.5832,60.78,89,100,1.01,overcast clouds
473,Praia,CV,14.9215,-23.5087,81.14,83,20,3.44,few clouds
474,Mamlyutka,KZ,54.9375,68.5394,45.63,36,100,8.1,overcast clouds
475,Pijijiapan,MX,15.7011,-93.23,83.5,76,57,3.71,broken clouds
476,Weligama,LK,5.9667,80.4167,76.78,89,100,12.39,overcast clouds
477,Rudsar,IR,37.1376,50.288,71.1,81,0,4.32,clear sky
478,Tshikapa,CD,-6.4167,20.8,69.17,94,100,1.7,light rain
479,Lagunillas,VE,10.1301,-71.2595,81.97,79,100,6.15,overcast clouds
480,Mehamn,NO,71.0357,27.8492,42.71,81,75,20.71,broken clouds
481,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,60.94,88,23,3.31,few clouds
482,Kulhudhuffushi,MV,6.6221,73.07,80.83,79,100,18.32,overcast clouds
483,Laela,TZ,-8.5667,32.05,63.34,37,28,1.61,scattered clouds
484,Shache,CN,38.4167,77.2406,62.71,34,100,9.28,overcast clouds
485,Zaysan,KZ,47.4667,84.8667,39.85,25,2,5.1,clear sky
486,Veraval,IN,20.9,70.3667,79.74,77,69,13.27,broken clouds
487,Isla Mujeres,MX,21.2311,-86.731,84.16,58,21,9.91,few clouds
488,Manoel Urbano,BR,-8.8389,-69.2597,82.58,60,75,2.66,broken clouds
489,Calbuco,CL,-41.768,-73.1273,49.21,90,100,22.59,moderate rain
490,Marsh Harbour,BS,26.5412,-77.0636,79.68,69,38,13.38,scattered clouds
491,Taltal,CL,-25.4,-70.4833,60.37,67,12,5.61,few clouds
492,Awjilah,LY,29.1081,21.2869,75.65,42,2,8.88,clear sky
493,Vacha,RU,55.8008,42.7706,42.42,93,75,4.32,broken clouds
494,Omboue,GA,-1.5746,9.2618,75.76,88,68,7.05,broken clouds
495,Mosquera,CO,4.7059,-74.2302,57.29,88,75,4.61,broken clouds
496,Pedernales,DO,18.0384,-71.744,81.55,80,67,2.73,broken clouds
497,Gargzdai,LT,55.7128,21.4033,56.98,88,51,10.96,broken clouds
498,Kisanga,TZ,-7.4362,37.7034,69.57,86,15,3.58,few clouds
499,Marilandia,BR,-19.4128,-40.5417,72.5,87,66,6.17,broken clouds
500,Asilah,MA,35.465,-6.0348,75.16,79,0,13.87,clear sky
501,Kilimatinde,TZ,-5.85,34.95,68.02,52,35,6.2,scattered clouds
502,Sao Raimundo Nonato,BR,-9.0153,-42.6994,83.32,26,96,3.15,overcast clouds
503,Bonthe,SL,7.5264,-12.505,77.65,89,100,3.31,light rain
504,Nikolskoye,RU,59.7035,30.7861,48.09,97,96,6.62,overcast clouds
505,Florianopolis,BR,-27.6146,-48.5012,64.62,76,75,4.61,broken clouds
506,Pontal Do Parana,BR,-25.6533,-48.5128,65.79,93,98,4.43,overcast clouds
507,Burgos,ES,42.3394,-3.7079,54.01,76,0,13.8,clear sky
508,Alta Gracia,AR,-31.6529,-64.4283,52.38,91,100,6.17,light rain
509,Bousso,TD,10.4795,16.7117,76.89,77,91,2.26,overcast clouds
510,Nokaneng,BW,-19.6667,22.2667,72.88,21,1,6.62,clear sky
511,Tucuman,AR,-26.8241,-65.2226,77.0,36,75,17.27,light rain
512,Springfield,US,37.2153,-93.2982,82.92,35,0,9.22,clear sky
513,Gazanjyk,TM,39.2446,55.5154,59.04,12,0,13.82,clear sky
514,Zhangye,CN,38.9342,100.4517,43.75,38,8,5.3,clear sky
515,Geraldton,AU,-28.7667,114.6,46.81,87,89,4.61,overcast clouds
516,Ekibastuz,KZ,51.6667,75.3667,47.71,57,37,7.65,scattered clouds
517,Yenagoa,NG,4.9247,6.2642,75.31,95,70,4.45,light rain
518,Eskisehir,TR,39.7767,30.5206,49.91,76,40,5.75,scattered clouds
519,Jinka,ET,5.65,36.65,63.39,82,98,3.85,light rain
520,Ciudad Ojeda,VE,10.1964,-71.3082,81.93,80,100,7.43,overcast clouds
521,Aljezur,PT,37.3191,-8.8033,68.25,60,0,5.82,clear sky
522,Celestun,MX,20.8667,-90.4,80.44,60,1,12.28,clear sky
523,Garmsar,IR,35.2182,52.3409,76.05,26,0,5.91,clear sky
524,Moose Factory,CA,51.2585,-80.6094,48.2,100,100,6.91,mist
525,Chalus,IR,36.655,51.4204,67.46,88,40,0.0,scattered clouds
526,Pathein,MM,16.7833,94.7333,75.27,90,86,1.61,overcast clouds
527,Ibra,OM,22.6906,58.5334,75.92,58,5,2.28,clear sky
528,Castro Marim,PT,37.2207,-7.4435,71.29,51,0,3.44,clear sky
529,Akdepe,TM,42.0551,59.3788,50.09,24,0,9.08,clear sky
530,Mokhotlong,LS,-29.2894,29.0675,60.51,51,17,8.55,few clouds
531,Virginia Beach,US,36.8529,-75.978,62.64,91,100,11.5,overcast clouds
532,Wajir,KE,1.7471,40.0573,76.77,67,76,17.52,broken clouds
533,Biarritz,FR,43.4801,-1.5556,66.7,88,100,4.61,overcast clouds
534,Tall Kayf,TR,37.0833,41.0667,78.22,27,28,3.38,scattered clouds
535,Sortland,NO,68.6949,15.4162,48.16,85,100,4.45,overcast clouds
536,Lake City,US,30.1897,-82.6393,80.31,38,0,0.0,clear sky
537,Puurmani,EE,58.5738,26.2878,54.28,95,100,8.81,overcast clouds
538,Tabuk,PH,17.4189,121.4443,75.74,89,98,1.66,overcast clouds
539,Mantua,IT,45.1667,10.7833,61.84,87,36,1.01,scattered clouds
540,Bonga,ET,7.2833,36.2333,59.34,99,98,0.87,light rain
541,Itajuipe,BR,-14.6781,-39.375,77.79,94,7,1.41,clear sky
542,Carman,CA,49.4992,-98.0016,57.54,76,53,20.71,broken clouds
543,Vila Velha,BR,-20.3297,-40.2925,75.15,88,40,4.61,scattered clouds
544,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,50,0,12.66,clear sky
545,Beira,MZ,-19.8436,34.8389,73.49,94,20,2.3,few clouds
546,Rundu,NA,-17.9333,19.7667,72.19,18,0,8.66,clear sky
547,Skjervoy,NO,70.0311,20.9714,44.6,83,88,19.75,overcast clouds
548,Natal,BR,-5.795,-35.2094,80.82,83,40,5.75,scattered clouds
549,Petrozavodsk,RU,61.7849,34.3469,38.66,100,70,2.24,broken clouds
550,Matamoros,MX,25.5333,-103.25,78.91,48,40,6.91,scattered clouds
551,Santiago De Cao,PE,-7.9589,-79.2392,60.93,82,69,12.66,fog
552,Methoni,GR,36.8197,21.7049,62.46,58,99,8.57,overcast clouds
553,Jakar,BT,27.5492,90.7525,55.4,97,97,1.52,overcast clouds
554,Olinda,BR,-8.0089,-34.8553,78.53,78,75,5.75,broken clouds
555,Mattru,SL,7.6244,-11.8332,74.03,96,98,0.43,light rain
556,Staraya Mayna,RU,54.6,48.95,48.31,93,63,10.65,broken clouds
557,Pereira Barreto,BR,-20.6383,-51.1092,78.87,59,56,2.37,light rain
558,Ouesso,CG,1.6136,16.0517,71.87,93,76,2.95,light rain
559,Eyrarbakki,IS,63.863,-21.1481,42.85,74,98,10.09,overcast clouds
560,Odweyne,SO,9.4092,45.064,76.5,49,100,12.68,overcast clouds
561,Bogatyye Saby,RU,56.0102,50.4483,45.64,83,99,9.4,overcast clouds
562,Karasjok,NO,69.4719,25.5112,38.16,93,100,13.4,overcast clouds
563,Leo,BF,11.1,-2.1,77.77,73,86,3.62,overcast clouds
564,Sabha,LY,27.0377,14.4283,72.18,41,0,10.16,clear sky
565,Chichimila,MX,20.6167,-88.2167,86.58,35,9,6.2,clear sky
566,Mae Hong Son,TH,19.3003,97.9685,73.54,100,75,3.44,mist
567,Stokmarknes,NO,68.5646,14.9108,48.18,66,20,12.66,light rain
568,Kashi,CN,39.4547,75.9797,52.81,76,100,8.95,overcast clouds
569,Lopik,NL,51.9725,4.9486,60.06,83,72,17.49,broken clouds
570,Tacna,PE,-18.0056,-70.2483,57.4,63,0,6.91,clear sky
571,Semaria,IN,24.3073,79.9718,74.98,95,100,4.74,overcast clouds
572,Pirovskoye,RU,57.6267,92.2658,32.88,98,100,10.02,light snow
573,Hirtshals,DK,57.5881,9.9592,55.0,84,100,24.05,overcast clouds
574,Uspenka,UA,48.3903,39.1619,47.89,78,42,6.38,scattered clouds
575,Ulu-Telyak,RU,54.9086,56.9669,47.28,53,100,2.8,overcast clouds
576,Morondava,MG,-20.2833,44.2833,75.65,83,0,8.75,clear sky
577,Manga,BF,11.6636,-1.0731,79.52,72,47,5.84,scattered clouds
578,Xuddur,SO,4.1213,43.8894,72.55,80,68,13.8,broken clouds
579,Kuito,AO,-12.3833,16.9333,65.25,59,95,6.67,overcast clouds
580,Nador,MA,35.174,-2.9287,71.85,88,20,5.75,few clouds
581,Chabahar,IR,25.2919,60.643,80.24,75,0,4.38,clear sky
582,Iranshahr,IR,27.2025,60.6848,79.11,20,0,4.99,clear sky
583,Contamana,PE,-7.3333,-75.0167,89.6,42,100,3.31,overcast clouds
584,Gat,IL,31.61,34.7642,74.39,100,0,4.21,clear sky
585,Yertsevo,RU,60.7966,40.086,45.77,98,100,3.58,overcast clouds
586,Badlapur,IN,19.15,73.2667,82.2,92,86,2.26,overcast clouds
587,Gao,ML,16.6362,1.637,92.08,13,82,7.31,broken clouds
588,Alekseyevskaya,RU,50.2896,42.1845,47.8,83,50,9.19,scattered clouds
589,Demyansk,RU,57.643,32.466,47.14,98,100,4.72,overcast clouds
590,Aromashevo,RU,56.8602,68.6375,45.07,46,100,7.65,overcast clouds
591,Nizwa,OM,22.9333,57.5333,78.22,47,31,1.03,scattered clouds
592,Chanika,TZ,-5.4167,38.0167,66.43,83,97,6.69,overcast clouds
593,Parambu,BR,-6.2111,-40.6944,80.8,27,2,4.65,clear sky
594,Ostersund,SE,63.1792,14.6357,46.85,100,20,10.36,light rain
595,Havelock,US,34.8791,-76.9013,71.55,72,40,9.22,scattered clouds
596,Tsaratanana,MG,-16.7833,47.65,64.81,75,0,6.76,clear sky
597,Galveston,US,29.3669,-94.9669,86.18,63,0,10.36,clear sky
598,Matara,LK,5.9485,80.5353,76.55,90,100,11.97,overcast clouds
599,Capoterra,IT,39.1763,8.9718,69.53,74,0,3.44,clear sky
600,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,81.63,68,76,1.97,broken clouds
601,Fougeres,FR,48.35,-1.2,53.46,89,63,7.2,broken clouds
602,Tahta,EG,26.7693,31.5021,78.57,34,0,8.79,clear sky
603,Baghdad,IQ,33.3406,44.4009,78.71,31,0,3.44,clear sky
604,Nouakchott,MR,18.0858,-15.9785,94.93,60,59,7.29,broken clouds
605,Watertown,US,42.3709,-71.1828,59.13,94,100,10.36,mist
606,Gashua,NG,12.871,11.0482,84.76,48,69,9.62,broken clouds
607,Mvangue,CM,2.9667,11.5167,66.96,99,100,2.26,overcast clouds
608,Mount Clemens,US,42.5973,-82.878,76.1,57,75,4.61,broken clouds
609,Bafq,IR,31.6128,55.4107,72.64,18,0,3.53,clear sky
610,Lucea,JM,18.451,-78.1736,86.86,78,31,9.31,scattered clouds
611,Inhambane,MZ,-23.865,35.3833,70.7,92,0,7.94,clear sky
612,La Fria,VE,8.2203,-72.2439,86.11,87,100,3.27,overcast clouds
613,Grong,NO,64.4654,12.3149,47.48,88,100,12.01,overcast clouds
614,Biryusinsk,RU,55.9634,97.8235,29.43,94,100,7.43,overcast clouds
615,Bandundu,CD,-3.3167,17.3667,76.66,78,100,3.11,overcast clouds
616,Parabel,RU,58.6978,81.4825,37.89,80,100,7.0,overcast clouds
617,Mbini,GQ,1.574,9.6134,77.14,89,99,5.84,overcast clouds
618,Zachary,US,30.6485,-91.1565,84.7,38,0,3.44,clear sky
619,Belmonte,BR,-15.8631,-38.8828,74.93,83,9,8.48,clear sky
620,Villacarrillo,ES,38.1156,-3.0848,64.58,59,10,4.94,clear sky
621,Katima Mulilo,NA,-17.5,24.2667,72.18,26,2,4.43,clear sky
622,Sturgeon Bay,US,44.8342,-87.377,70.16,52,0,8.05,clear sky
623,Miraflores,MX,19.2167,-98.8083,71.02,84,90,3.47,overcast clouds
624,Uarini,BR,-2.99,-65.1083,81.59,66,58,2.17,broken clouds
625,Islamkot,PK,24.6997,70.177,81.7,60,74,12.37,broken clouds
626,Motala,SE,58.5371,15.0365,58.77,84,100,22.64,overcast clouds
627,Charagua,BO,-19.8,-63.2167,81.12,51,25,14.34,scattered clouds
628,Concepcion Del Uruguay,AR,-32.4825,-58.2372,67.24,55,82,9.28,broken clouds
629,Tokmak,UA,47.2514,35.7058,52.75,65,100,3.76,overcast clouds
630,Dhanera,IN,24.5167,72.0167,80.4,56,43,4.43,scattered clouds
631,Srimushnam,IN,11.4,79.4167,77.72,82,100,10.38,heavy intensity rain
632,Bad Liebenwerda,DE,51.5167,13.4,61.99,78,91,12.95,overcast clouds
633,Guhagar,IN,17.4842,73.1929,75.81,92,82,5.19,broken clouds
634,Pangoa,PE,-12.1167,-73.0,75.47,79,100,1.72,overcast clouds
635,Geghamasar,AM,40.3109,45.6792,52.5,48,75,6.76,broken clouds
636,Pechenga,RU,69.5259,31.1703,39.81,91,100,10.42,overcast clouds
637,Aberdeen,GB,57.1437,-2.0981,50.49,76,78,9.22,broken clouds
638,Bull Savanna,JM,17.8868,-77.5902,79.34,80,32,1.16,light rain
639,Oparino,RU,59.8518,48.2783,44.38,96,100,4.56,overcast clouds
640,Szany,HU,47.4642,17.304,55.67,71,0,6.91,clear sky
641,Oni,GE,42.5794,43.4425,60.01,97,98,0.78,overcast clouds
642,Akhtubinsk,RU,48.2795,46.1722,56.53,56,100,6.62,overcast clouds
643,Zabid,YE,14.1951,43.3152,88.0,59,55,6.85,broken clouds
644,Ottawa,CA,45.4112,-75.6981,69.64,58,20,3.44,few clouds
645,Iturama,BR,-19.7281,-50.1956,81.68,47,51,5.03,broken clouds
646,Karwar,IN,14.8,74.1333,76.96,90,96,8.14,overcast clouds
647,Agadir,MA,30.4202,-9.5982,66.65,72,10,4.34,clear sky
648,Brownsville,US,25.9018,-97.4975,87.8,51,0,10.36,clear sky
649,Mananara,MG,-16.1667,49.7667,68.9,91,85,3.67,light rain
650,Grand Haven,US,43.0631,-86.2284,68.22,66,75,6.91,broken clouds
651,Pinhao,BR,-25.6956,-51.6597,59.81,99,100,3.67,light rain
652,Ewo,CG,-0.8725,14.8206,76.05,81,100,4.25,overcast clouds
653,Chipinge,ZW,-20.1883,32.6236,61.65,78,0,4.61,clear sky
654,Touros,BR,-5.1989,-35.4608,77.52,85,0,12.24,clear sky
655,Tezu,IN,27.9167,96.1667,72.75,98,100,3.09,overcast clouds
656,Asfi,MA,32.2994,-9.2372,68.68,84,60,12.01,broken clouds
657,Chicama,PE,-7.8447,-79.1469,59.54,74,82,9.44,broken clouds
658,Sovetskaya,RU,44.7769,41.1722,52.97,92,94,2.42,overcast clouds
659,Andenes,NO,69.3143,16.1194,46.38,14,100,18.41,overcast clouds
660,Sabang,ID,5.8933,95.3214,79.66,80,100,16.71,overcast clouds
661,Druzhba,UA,52.0428,33.9453,44.71,96,100,7.16,overcast clouds
662,Lukulu,ZM,-14.3707,23.242,69.78,23,84,6.08,broken clouds
663,Saint-Georges,GD,12.0564,-61.7485,80.28,83,75,23.02,broken clouds
664,Saint Anthony,US,45.0205,-93.218,72.75,64,0,8.05,clear sky
665,Sangod,IN,24.9167,76.2833,76.87,85,100,3.22,overcast clouds
666,Adilabad,IN,19.6667,78.5333,74.19,94,100,3.42,overcast clouds
667,Novara,IT,45.5853,8.5778,64.0,86,75,2.3,broken clouds
668,Forio,IT,40.7342,13.8646,67.73,66,13,6.35,few clouds
669,Monrovia,LR,6.3005,-10.7969,76.77,87,90,4.59,light rain
670,Muros,ES,42.7762,-9.0603,66.09,81,99,15.35,overcast clouds
671,Bobo Dioulasso,BF,11.1771,-4.2979,76.46,76,19,2.51,light rain
672,Port-Gentil,GA,-0.7193,8.7815,78.76,83,40,10.36,scattered clouds
673,Bama,NG,11.5221,13.6856,75.61,78,64,6.62,broken clouds
674,Dhidhdhoo,MV,6.8833,73.1,80.96,79,100,18.41,overcast clouds
675,Lungi,SL,9.2212,-12.6831,73.72,97,93,3.31,light rain
676,Dabakala,CI,8.3667,-4.4333,72.75,93,60,4.23,broken clouds
677,Rio Gallegos,AR,-51.6226,-69.2181,51.85,37,75,14.97,broken clouds
678,Sivota,GR,39.4078,20.2452,60.62,52,91,6.35,overcast clouds
679,Nantucket,US,41.2835,-70.0995,62.71,95,100,23.02,light rain
680,Corralillo,CU,22.9819,-80.5856,77.54,80,29,9.13,scattered clouds
681,Bergen,NO,60.392,5.328,52.21,84,20,9.22,few clouds
682,Rondonopolis,BR,-16.4708,-54.6356,81.1,64,86,0.89,overcast clouds
683,Foumbot,CM,5.5079,10.6356,64.02,96,100,2.62,overcast clouds
684,Narkanda,IN,31.2548,77.4613,44.4,91,0,3.11,clear sky
685,Beloye,UA,48.4952,39.0505,47.77,78,41,6.85,scattered clouds
686,Djambala,CG,-2.5447,14.7533,70.38,84,95,3.06,light rain
